recording,start,stop,label
oo09_200a022,601.906,602.849,SS
oo09_200a022,612.39,613.499,SS
oo09_200a022,626.716,627.611,BUZZ
oo09_200a022,628.832,629.699,SS
oo09_200a022,648.276,651.373,BUZZ
oo09_200a022,651.926,653.327,SS
oo09_200a022,656.158,658.312,BUZZ
oo09_200a022,659.5,661.334,BUZZ
oo09_200a022,673,674.5,SS
oo09_200a022,683.990192,686.456037,BUZZ
oo09_200a022,696.915,699.499,SS
oo09_200a022,699.5,706,SS
oo09_200a022,706,709.181,SS
oo09_200a022,710.335,711.364,SS
oo09_200a022,724.5,725.347,SS
oo09_200a022,729.617,730.646,SS
oo09_200a022,730.942,731.704,SS
oo09_200a022,759.602,760.154,SS
oo09_200a022,760.736,763.241,SS
oo09_200a022,821.184,822.413,SS
oo09_200a022,826.73,827.682,SS
oo09_200a022,856.62,857.839,SS
oo09_200a022,881.776,883.834,SS
oo09_200a022,894.591,895.499,SS
oo09_200a022,898.927,900.051,SS
oo09_200a022,926.5,927.398,SS
oo09_200a022,933.439,933.762,TAILSLAP
oo09_200a022,933.648,940.66705,BUZZ
oo09_200a022,938.5,940,SS
oo09_200a022,1011.277,1012.401,SS
oo09_200a022,1154.5,1155.395,SS
oo09_200a022,1159.549,1160.425,SS
oo09_200a022,1161.55,1161.902,SS
oo09_200a022,1162.369,1162.893,SS
oo09_200a022,1181.236,1182.15,SS
oo09_200a022,1201.322,1202.37,SS
oo09_200a022,1206.629,1209.106,SS
oo09_200a022,1214.662,1216.872,SS
oo09_200a022,1313.348,1314.253,SS
oo09_200a022,1315.072,1315.805,SS
oo09_200a022,1534.389,1535.437,SS
oo09_200a022,1634.371,1635.314,SS
oo09_200a022,1636.5,1638.859,SS
oo09_200a022,1665.891,1666.862,SS
oo09_200a022,1682.728,1684.499,SS
oo09_200a022,1683.232,1684.154,SS
oo09_200a022,1689.188,1690.636,SS
oo09_200a022,1690.684,1692.246,SS
oo09_200a022,1698.307,1699.317,SS
oo09_200a022,1714,1715.306,SS
oo09_200a022,1716.659,1717.499,SS
oo09_200a022,1786.598,1787.436,SS
oo09_200a022,1815,1816.584,SS
oo09_200a022,1829.066,1830.133,SS
oo09_200a022,1833.744,1834.725,SS
oo09_200a022,1844.569,1845.626,SS
oo09_200a022,1846,1846.35,SS
oo09_200a022,1854.64,1856.155,SS
oo09_200a022,1856.879,1857.698,SS
oo09_200a022,1886.78,1887.999,SS
oo09_200a022,1911.716,1912.999,SS
oo09_200a022,1915.422,1916.098,SS
oo09_200a022,1933.393,1934.355,SS
oo09_200a022,1934.698,1936.565,SS
oo09_200a022,1937.595,1938.319,SS
oo09_200a022,1938.824,1939.119,SS
oo09_200a022,1956.309,1957.814,SS
oo09_200a022,1973.5,1975.08,SS
oo09_200a022,1988.915,1990.391,SS
oo09_200a022,1999.5,2001,SS
oo09_200a023,0.636,2.172,SS
oo09_200a023,8.145,8.835,SS
oo09_200a023,9.5,9.836,SS
oo09_200a023,10.59,11.199,SS
oo09_200a023,18.954,20.317,SS
oo09_200a023,34.79,36.162,SS
oo09_200a023,53,53.745,SS
oo09_200a023,56.118,56.945,SS
oo09_200a023,61.427,62.327,SS
oo09_200a023,64.5,65.581,SS
oo09_200a023,69.372,70.324,SS
oo09_200a023,69.858,71.188,SS
oo09_200a023,71.627,72.581,SS
oo09_200a023,84.618,85.754,SS
oo09_200a023,86.727,87.999,SS
oo09_200a023,98.618,99.772,SS
oo09_200a023,103.954,104.999,SS
oo09_200a023,107.79,108.862,SS
oo09_200a023,110,110.854,SS
oo09_200a023,111.254,112.499,SS
oo09_200a023,114.2,116.136,SS
oo09_200a023,132.327,133.499,SS
oo09_200a023,133.954,134.754,SS
oo09_200a023,137.409,138.772,SS
oo09_200a023,139.881,140.899,SS
oo09_200a023,141.563,143.563,SS
oo09_200a023,150.881,152.199,SS
oo09_200a023,152.136,152.999,SS
oo09_200a023,157.927,159.099,SS
oo09_200a023,159.29,159.68,SS
oo09_200a023,160.745,162.626,SS
oo09_200a023,174.136,179.326,SS
oo09_200a023,179.945,180.39,BUZZ
oo09_200a023,180.545,181.763,SS
oo09_200a023,204,207.445,SS
oo09_200a023,205,205.881,SS
oo09_200a023,207,207.681,SS
oo09_200a023,234.39,235.199,SS
oo09_200a023,239.909,243.445,SS
oo09_200a023,248.427,249.499,SS
oo09_200a023,250.79,251.29,SS
oo09_200a023,251.627,252.636,SS
oo09_200a023,254.29,254.753,SS
oo09_200a023,256,258.09,SS
oo09_200a023,256,257.088,SS
oo09_200a023,257.649,258.09,SS
oo09_200a023,259.209,260.399,SS
oo09_200a023,260.645,261.181,SS
oo09_200a023,261.454,263.999,SS
oo09_200a023,261.872,263.062,SS
oo09_200a023,282.545,283.763,SS
oo09_200a023,285.736,286.308,SS
oo09_200a023,287.5,289.5,SS
oo09_200a023,291.29,292.28,SS
oo09_200a023,293.218,294.208,SS
oo09_200a023,293.372,295.281,SS
oo09_200a023,295.118,296.139,SS
oo09_200a023,296.39,297.58,SS
oo09_200a023,298.045,299.699,SS
oo09_200a023,304.7,305.8,SS
oo09_200a023,306.672,308.372,SS
oo09_200a023,309.5,310.736,SS
oo09_200a023,311.081,312.999,SS
oo09_200a023,313,313.9,SS
oo09_200a023,315,316.2,SS
oo09_200a023,316.905,318.831,SS
oo09_200a023,320,321.236,SS
oo09_200a023,322.136,323.854,SS
oo09_200a023,327.345,328.354,SS
oo09_200a023,329.127,330.608,SS
oo09_200a023,332.709,334.099,SS
oo09_200a023,335.354,337.581,SS
oo09_200a023,341.054,342.063,SS
oo09_200a023,342.818,344.672,SS
oo09_200a023,344.381,345.79,SS
oo09_200a023,346.636,347.808,SS
oo09_200a023,348.163,349.626,SS
oo09_200a023,349.263,350.381,SS
oo09_200a023,351.554,353.999,SS
oo09_200a023,361.205,362.172,SS
oo09_200a023,364.336,365.39,SS
oo09_200a023,369,370,SS
oo09_200a023,369.5,370,SS
oo09_200a023,378.454,379.718,SS
oo09_200a023,379.392,380.499,SS
oo09_200a023,380,381.586,SS
oo09_200a023,380.909,382.636,SS
oo09_200a023,384.218,385.368,SS
oo09_200a023,386,387.336,SS
oo09_200a023,387.054,387.717,SS
oo09_200a023,389,389.872,SS
oo09_200a023,390.29,391.253,SS
oo09_200a023,391.663,392.599,SS
oo09_200a023,393.5,394.59,SS
oo09_200a023,395.236,396.417,SS
oo09_200a023,396.845,397.999,SS
oo09_200a023,397.572,398.717,SS
oo09_200a023,399.127,401.57,SS
oo09_200a023,400.228,401.499,SS
oo09_200a023,401,402,SS
oo09_200a023,402.545,403.882,SS
oo09_200a023,403.09,404.243,SS
oo09_200a023,404.7,405.827,SS
oo09_200a023,405.827,407.617,SS
oo09_200a023,410,411.209,SS
oo09_200a023,411.785,412.24,SS
oo09_200a023,412.854,414.126,SS
oo09_200a023,414.363,414.826,SS
oo09_200a023,414.763,415.853,SS
oo09_200a023,415.854,416.954,SS
oo09_200a023,419.054,419.672,SS
oo09_200a023,424.581,425.908,SS
oo09_200a023,428.618,430.254,SS
oo09_200a023,430.918,431.299,SS
oo09_200a023,431.9,433.072,SS
oo09_200a023,433.163,434.326,SS
oo09_200a023,438.209,439.427,SS
oo09_200a023,455.881,457.062,SS
oo09_200a023,461.645,462.672,SS
oo09_200a023,463.309,465.063,SS
oo09_200a023,465,466.09,SS
oo09_200a023,466.045,468.208,SS
oo09_200a023,466.801,468.208,SS
oo09_200a023,468.872,469.762,SS
oo09_200a023,474.109,475.736,SS
oo09_200a023,482.8,484.09,SS
oo09_200a023,484.2,485.4,SS
oo09_200a023,485.772,487.39,SS
oo09_200a023,487.89,488.79,SS
oo09_200a023,490.909,492.181,SS
oo09_200a023,493.818,495.081,SS
oo09_200a023,495.89,496.799,SS
oo09_200a023,498.872,499.999,SS
oo09_200a023,500.5,502.627,SS
oo09_200a023,504.772,505.781,SS
oo09_200a023,506.5,508.363,SS
oo09_200a023,509.672,510.544,SS
oo09_200a023,510.809,511.89,SS
oo09_200a023,513.827,514.945,SS
oo09_200a023,515.39,515.799,SS
oo09_200a023,516.727,517.499,SS
oo09_200a023,523.045,523.372,TAILSLAP
oo09_200a023,528.772,529.823,SS
oo09_200a023,529.236,530.419,SS
oo09_200a023,530.279,530.664,SS
oo09_200a023,531.318,532.29,SS
oo09_200a023,538,538.909,SS
oo09_200a023,541.72,542.804,SS
oo09_200a023,543,544.5,SS
oo09_200a023,544.141,545.499,SS
oo09_200a023,549.389,550.105,SS
oo09_200a023,561.145,562.306,SS
oo09_200a023,563.793,564.999,SS
oo09_200a023,564.879,567.499,SS
oo09_200a023,569.259,570.217,SS
oo09_200a023,570.654,572.499,SS
oo09_200a023,574.12,574.662,SS
oo09_200a023,575.069,576.414,SS
oo09_200a023,576.638,576.999,SS
oo09_200a023,576.844,577.871,SS
oo09_200a023,577.661,578.499,SS
oo09_200a023,578.233,579.913,SS
oo09_200a023,583.048,583.999,SS
oo09_200a023,584.559,586.408,SS
oo09_200a023,588.635,589.499,SS
oo09_200a023,590,591,SS
oo09_200a023,591.5,592.722,SS
oo09_200a023,593.688,595.777,SS
oo09_200a023,595,596,SS
oo09_200a023,596.5,597.253,SS
oo09_200a023,604.399,604.786,SS
oo09_200a023,605.697,606.432,SS
oo09_200a023,613.221,614.053,SS
oo09_200a023,624.434,625.402,SS
oo09_200a023,626.39,627.499,SS
oo09_200a023,627.358,628.248,SS
oo09_200a023,628.549,628.999,SS
oo09_200a023,628.937,629.898,SS
oo09_200a023,629.5,630.213,SS
oo09_200a023,635.928,636.999,SS
oo09_200a023,639.104,639.878,SS
oo09_200a023,640.382,641.34,SS
oo09_200a023,644.12,644.865,SS
oo09_200a023,645.311,646.114,SS
oo09_200a023,648.39,649.435,SS
oo09_200a023,649.668,650.859,SS
oo09_200a023,651.353,652.292,SS
oo09_200a023,653.28,654.083,SS
oo09_200a023,654.239,655.304,SS
oo09_200a023,655.701,656.499,SS
oo09_200a023,661.085,661.999,SS
oo09_200a023,662.808,663.499,SS
oo09_200a023,666,667,SS
oo09_200a023,673.286,674.941,SS
oo09_200a023,675.745,676.808,SS
oo09_200a023,676.5,677.637,SS
oo09_200a023,677.392,678.909,SS
oo09_200a023,678.116,679.598,SS
oo09_200a023,694,694.908,SS
oo09_200a023,697.252,698.384,SS
oo09_200a023,699,699.653,SS
oo09_200a023,700.166,701.802,SS
oo09_200a023,701,701.917,SS
oo09_200a023,709.588,710.585,SS
oo09_200a023,711.176,712.425,SS
oo09_200a023,715.5,716.327,SS
oo09_200a023,717.734,718.631,SS
oo09_200a023,719.252,719.619,SS
oo09_200a023,720.201,720.936,SS
oo09_200a023,736.585,737.499,SS
oo09_200a023,740.235,741.3,SS
oo09_200a023,741.601,741.999,SS
oo09_200a023,742.559,743.499,SS
oo09_200a023,754.218,754.847,SS
oo09_200a023,755.419,756.319,SS
oo09_200a023,756.745,757.499,SS
oo09_200a023,769,770.098,SS
oo09_200a023,779.791,780.749,SS
oo09_200a023,781.35,781.669,SS
oo09_200a023,782.5,783.277,SS
oo09_200a023,786.23,787.188,SS
oo09_200a023,789.929,790.742,SS
oo09_200a023,792.331,793.551,SS
oo09_200a023,794.2,794.761,SS
oo09_200a023,796.311,798.131,SS
oo09_200a023,829,830,SS
oo09_200a023,832.652,833.552,SS
oo09_200a023,891.39,893.999,SS
oo09_200a023,899.388,900.499,SS
oo09_200a023,905.421,906.499,SS
oo09_200a023,907,908.8,SS
oo09_200a023,915.927,919.141,SS
oo09_200a023,919.065,925.32,SS
oo09_200a023,919.065,919.897,SS
oo09_200a023,926.5,927.867,SS
oo09_200a023,928.235,929.89,SS
oo09_200a023,941,942.236,SS
oo09_200a023,942.905,944.125,SS
oo09_200a023,943.931,945.257,SS
oo09_200a023,972.884,974.607,SS
oo09_200a023,980.253,981.999,SS
oo09_200a023,983.148,984.377,SS
oo09_200a023,984.93,986.999,SS
oo09_200a023,1008.615,1009.883,SS
oo09_200a023,1016.671,1018.499,SS
oo09_200a023,1030.5,1031.593,SS
oo09_200a023,1032.581,1033.907,SS
oo09_200a023,1034.633,1034.999,SS
oo09_200a023,1035.65,1036.724,SS
oo09_200a023,1052,1052.325,TAILSLAP
oo09_200a023,1052.228,1060.050278,BUZZ
oo09_200a023,1056.062,1059.586,SS
oo09_200a023,1080.648,1081.713,SS
oo09_200a023,1082.372,1084.066,SS
oo09_200a023,1091.619,1092.999,SS
oo09_200a023,1093.343,1094.65,SS
oo09_200a023,1095.124,1096.634,SS
oo09_200a023,1098.223,1099.499,SS
oo09_200a023,1100,1101.91,SS
oo09_200a023,1101.268,1103.077,SS
oo09_200a023,1107.625,1108.499,SS
oo09_200a023,1109.378,1110.356,SS
oo09_200a023,1110.647,1111.073,SS
oo09_200a023,1115.207,1116.33,SS
oo09_200a023,1116.912,1117.57,SS
oo09_200a023,1124.097,1125.499,SS
oo09_200a023,1126,1127.118,SS
oo09_200a023,1127.379,1129.151,SS
oo09_200a023,1133.112,1134.08,SS
oo09_200a023,1142.5,1144.693,SS
oo09_200a023,1159.895,1161.163,SS
oo09_200a023,1161.803,1163.236,SS
oo09_200a023,1172.232,1173.413,SS
oo09_200a023,1174,1175.156,SS
oo09_200a023,1175.398,1175.843,SS
oo09_200a023,1176,1177.5,SS
oo09_200a023,1179.388,1180.608,SS
oo09_200a023,1202,1203.179,SS
oo09_200a023,1203.905,1204.321,SS
oo09_200a023,1205,1205.9,SS
oo09_200a023,1205.9,1207.1,SS
oo09_200a023,1206.82,1207.41,SS
oo09_200a023,1207.837,1209.376,SS
oo09_200a023,1210.829,1211.932,SS
oo09_200a023,1214.567,1215.609,SS
oo09_200a023,1215.329,1216.499,SS
oo09_200a023,1216.111,1217.365,SS
oo09_200a023,1217.365,1218.212,SS
oo09_200a023,1217.792,1219.344,SS
oo09_200a023,1218.5,1219.741,SS
oo09_200a023,1220.5,1221.742,SS
oo09_200a023,1221.626,1222.894,SS
oo09_200a023,1223.156,1224.627,SS
oo09_200a023,1228.801,1230.059,SS
oo09_200a023,1231.425,1233.206,SS
oo09_200a023,1233.72,1235.269,SS
oo09_200a023,1235.579,1237.37,SS
oo09_200a023,1237.371,1238.571,SS
oo09_200a023,1239,1239.869,SS
oo09_200a023,1243.316,1244.448,SS
oo09_200a023,1246.173,1247.189,SS
oo09_200a023,1247.916,1249.368,SS
oo09_200a023,1257.357,1258.606,SS
oo09_200a023,1259,1260.291,SS
oo09_200a023,1264.164,1264.999,SS
oo09_200a023,1277.159,1277.759,SS
oo09_200a023,1287.801,1289.05,SS
oo09_200a023,1303.265,1304.059,SS
oo09_200a023,1319,1320,SS
oo09_200a023,1320.143,1321.246,SS
oo09_200a023,1354.847,1355.844,SS
oo09_200a023,1356.571,1357.394,SS
oo09_200a023,1359.873,1361.122,SS
oo09_200a023,1361.412,1362.302,SS
oo09_200a023,1370.66,1371.725,SS
oo09_200a023,1386.802,1387.809,SS
oo09_200a023,1390.5,1392.5,SS
oo09_200a023,1392.602,1393.681,SS
oo09_200a023,1393.319,1394.871,SS
oo09_200a023,1397.753,1399.999,SS
oo09_200a023,1400.126,1400.999,SS
oo09_200a023,1412.152,1412.568,TAILSLAP
oo09_200a023,1419.949182,1422.202785,BUZZ
oo09_200a023,1443.216,1445.075,SS
oo09_200a023,1445.569,1446.999,SS
oo09_200a023,1446.189,1447.612,SS
oo09_200a023,1447.757,1449.064,SS
oo09_200a023,1449.239,1450.406,SS
oo09_200a023,1449.821,1451.068,SS
oo09_200a023,1451.069,1453.073,SS
oo09_200a023,1453.422,1454.419,SS
oo09_200a023,1461.275,1462.814,SS
oo09_200a023,1476,1477.223,SS
oo09_200a023,1476.924,1478.802,SS
oo09_200a023,1477.669,1478.908,SS
oo09_200a023,1501,1502.283,SS
oo09_200a023,1502.438,1503.871,SS
oo09_200a023,1509.12,1509.999,SS
oo09_200a023,1511.24,1512.585,SS
oo09_200a023,1514.184,1515.307,SS
oo09_200a023,1515.307,1516.72,SS
oo09_200a023,1518.851,1519.999,SS
oo09_200a023,1520.5,1521.814,SS
oo09_200a023,1524,1525.174,SS
oo09_200a023,1525.659,1526.21,SS
oo09_200a023,1532.156,1533.24,SS
oo09_200a023,1538.905,1540.115,SS
oo09_200a023,1566.154,1566.367,TAILSLAP
oo09_200a023,1566.367,1578.046988,BUZZ
oo09_200a023,1599.29,1600.355,SS
oo09_200a023,1601.284,1602.262,SS
oo09_200a023,1618.5,1619.702,SS
oo09_200a023,1624.311,1625.414,SS
oo09_200a023,1627.216,1627.999,SS
oo09_200a023,1628.688,1629.898,SS
oo09_200a023,1638.352,1639.32,SS
oo09_200a023,1644.675,1646.05,SS
oo09_200a023,1657.582,1658.406,SS
oo09_200a023,1657.916,1659.145,SS
oo09_200a023,1659.287,1660.158,SS
oo09_200a023,1660.671,1661.406,SS
oo09_200a023,1666.326,1668.33,SS
oo09_200a023,1669.9,1670.999,SS
oo09_200a023,1671.5,1672.5,SS
oo09_200a023,1676.097,1676.999,SS
oo09_200a023,1678.305,1678.702,SS
oo09_200a023,1679.37,1680.086,SS
oo09_200a023,1691.822,1692.645,SS
oo09_200a023,1693.226,1693.894,SS
oo09_200a023,1700.411,1701.234,SS
oo09_200a023,1703.655,1704.594,SS
oo09_200a023,1706.628,1706.999,SS
oo09_200a023,1710.424,1711.237,SS
oo09_200a023,1712,1713,SS
oo09_200a023,1715.614,1716.824,SS
oo09_200a023,1723.118,1724.066,SS
oo09_200a023,1724.067,1724.938,SS
oo09_200a023,1725.055,1725.916,SS
oo09_200a023,1728.5,1731.214,SS
oo09_200a023,1731,1731.833,SS
oo09_200a023,1731.833,1733.499,SS
oo09_200a023,1734.351,1735.638,SS
oo09_200a023,1736.549,1738.078,SS
oo09_200a023,1739.5,1740.635,SS
oo09_200a023,1741.052,1742.659,SS
oo09_200a023,1747.675,1748.499,SS
oo09_200a023,1748.711,1750.499,SS
oo09_200a023,1749.399,1749.825,SS
oo09_200a023,1750.677,1751.277,SS
oo09_200a023,1753.775,1754.404,SS
oo09_200a023,1757.784,1759.12,SS
oo09_200a023,1759.769,1760.999,SS
oo09_200a023,1760.378,1761.654,SS
oo09_200a023,1761.186,1762.426,SS
oo09_200a023,1764.5,1766,SS
oo09_200a023,1767,1768.939,SS
oo09_200a023,1770.266,1771.757,SS
oo09_200a023,1772,1773.403,SS
oo09_200a023,1782.283,1783.135,SS
oo09_200a023,1783.774,1784.781,SS
oo09_200a023,1795.829,1797.291,SS
oo09_200a023,1799.325,1800.273,SS
oo09_200a023,1801.078,1802.249,SS
oo09_200a023,1803,1804,SS
oo09_200a023,1815.562,1816.365,SS
oo09_200a023,1818.118,1819.212,SS
oo09_200a024,0.716,1.819,SS
oo09_200a024,22.5,23.707,SS
oo09_200a024,24.216,25.442,SS
oo09_200a024,25.792,26.924,SS
oo09_200a024,27.226,28.31,SS
oo09_200a024,33.698,34.858,SS
oo09_200a024,35.5,36.849,SS
oo09_200a024,38.075,40.858,SS
oo09_200a024,43.556,44.622,SS
oo09_200a024,45,46.358,SS
oo09_200a024,51.745,54.301,SS
oo09_200a024,55.575,55.999,TAILSLAP
oo09_200a024,55.896,60.424569,BUZZ
oo09_200a024,64.427234,66.216,BUZZ
oo09_200a024,74.792,75.678,SS
oo09_200a024,85.858,87.093,SS
oo09_200a024,97.5,98.698,SS
oo09_200a024,105.785,107.188,SS
oo09_200a024,107.792,108.792,SS
oo09_200a024,124.5,125.547,SS
oo09_200a024,134.292,134.641,TAILSLAP
oo09_200a024,134.5,136.318512,BUZZ
oo09_200a024,147.5,148.5,SS
oo09_200a024,152.32,153.338,SS
oo09_200a024,155.415,156.943,SS
oo09_200a024,158.566,159.264,SS
oo09_200a024,160,160.82,SS
oo09_200a024,162.933,164.074,SS
oo09_200a024,166.65,167.621,SS
oo09_200a024,170.839,171.857,SS
oo09_200a024,181.452,182.291,SS
oo09_200a024,182.858,184.178,SS
oo09_200a024,185.745,186.829,SS
oo09_200a024,188.915,189.999,SS
oo09_200a024,190.424,190.735,SS
oo09_200a024,191.311,191.999,SS
oo09_200a024,199.207,199.735,TAILSLAP
oo09_200a024,199.594,206.892187,BUZZ
oo09_200a024,218.5,219.65,SS
oo09_200a024,219.933,221.291,SS
oo09_200a024,242,243.188,SS
oo09_200a024,248.452,249.499,SS
oo09_200a024,253.915,254.886,SS
oo09_200a024,255,256.33,SS
oo09_200a024,264.377,264.82,SS
oo09_200a024,266.141,266.81,SS
oo09_200a024,266.952,268.301,SS
oo09_200a024,269.226,270.348,SS
oo09_200a024,274.452,275.253,SS
oo09_200a024,276.405,277.933,SS
oo09_200a024,279.669,280.735,SS
oo09_200a024,284.292,284.952,SS
oo09_200a024,289.924,290.357,SS
oo09_200a024,295.5,296.82,SS
oo09_200a024,297.367,297.951,SS
oo09_200a024,297.849,298.499,SS
oo09_200a024,298.415,299.499,SS
oo09_200a024,299.5,300.419,SS
oo09_200a024,300.145,301.936,SS
oo09_200a024,316,316.858,SS
oo09_200a024,317.103,318.612,SS
oo09_200a024,335.047,336.499,SS
oo09_200a024,336.754,337.914,SS
oo09_200a024,338.198,339.282,SS
oo09_200a024,340.113,340.943,SS
oo09_200a024,341.575,342.499,SS
oo09_200a024,343.226,344.499,SS
oo09_200a024,345.943,347.699,SS
oo09_200a024,346.661,347.699,SS
oo09_200a024,347.254,348.303,SS
oo09_200a024,360.952,361.999,SS
oo09_200a024,363.349,364.367,SS
oo09_200a024,370.5,371.754,SS
oo09_200a024,372.141,373.669,SS
oo09_200a024,374.5,375.622,SS
oo09_200a024,379,380.207,SS
oo09_200a024,396.5,397.679,SS
oo09_200a024,399.867,400.923,SS
oo09_200a024,401.5,402.65,SS
oo09_200a024,402.811,404.15,SS
oo09_200a024,426.858,427.754,SS
oo09_200a024,428.32,429.187,SS
oo09_200a024,430.122,432.216,SS
oo09_200a024,445.5,447,SS
oo09_200a024,447.103,447.999,SS
oo09_200a024,449.5,450.688,SS
oo09_200a024,458.811,459.622,SS
oo09_200a024,471.254,472.499,SS
oo09_200a024,474.735,475.999,SS
oo09_200a024,476.188,477.603,SS
oo09_200a024,486.292,487.348,SS
oo09_200a024,488.377,490.81,SS
oo09_200a024,502.056,503.763,SS
oo09_200a024,508,509.358,SS
oo09_200a024,509.886,510.999,SS
oo09_200a024,521.783,522.132,SS
oo09_200a024,522.188,522.499,SS
oo09_200a024,522.83,523.999,SS
oo09_200a024,524.679,526.179,SS
oo09_200a024,550.584,551.565,SS
oo09_200a024,582.179,582.707,SS
oo09_200a024,582.82,583.301,SS
oo09_200a024,592.5,592.886,TAILSLAP
oo09_200a024,592.783,622.022653,BUZZ
oo09_200a024,597.66,599.641,SS
oo09_200a024,649.5,651.36,BUZZ
oo09_200a024,653.5,655.771,SS
oo09_200a024,659.711,660.788,SS
oo09_200a024,668.827,669.999,SS
oo09_200a024,671.5,672.666,SS
oo09_200a024,673,674.13,SS
oo09_200a024,699.431,700.37,SS
oo09_200a024,702.553,703.74,SS
oo09_200a024,703.4,704.55,SS
oo09_200a024,705,706.77,SS
oo09_200a024,705.775,706.769,SS
oo09_200a024,706.899,708.372,SS
oo09_200a024,708.16,709.605,SS
oo09_200a024,710.627,711.916,SS
oo09_200a024,718.242,719.199,SS
oo09_200a024,719.199,720.499,SS
oo09_200a024,721.722,722.734,SS
oo09_200a024,723,725,SS
oo09_200a024,727,728.812,SS
oo09_200a024,728.563,730.155,SS
oo09_200a024,732.246,733.82,SS
oo09_200a024,734.207,735.499,SS
oo09_200a024,736.795,737.999,SS
oo09_200a024,738.59,739.59,SS
oo09_200a024,739.363,740.999,SS
oo09_200a024,740.5,742,SS
oo09_200a024,741.5,742.809,SS
oo09_200a024,745.772,746.858,SS
oo09_200a024,748.23,749.189,SS
oo09_200a024,748.904,750.499,SS
oo09_200a024,751,752.106,SS
oo09_200a024,752.06,753.183,SS
oo09_200a024,753.322,754.679,SS
oo09_200a024,754.085,755.226,SS
oo09_200a024,762.446,763.499,SS
oo09_200a024,764.306,765.898,SS
oo09_200a024,766.948,767.999,SS
oo09_200a024,769,770.558,SS
oo09_200a024,780.676,781.744,SS
oo09_200a024,783.19,784.902,SS
oo09_200a024,785,785.934,SS
oo09_200a024,786.5,788.843,SS
oo09_200a024,795.39,796.365,SS
oo09_200a024,796.448,799.569,SS
oo09_200a024,805.702,807.499,SS
oo09_200a024,807.239,808.999,SS
oo09_200a024,814.826,815.765,SS
oo09_200a024,822.698,824.06,SS
oo09_200a024,824.788,825.833,SS
oo09_200a024,825,826.325,SS
oo09_200a024,826.062,827.26,SS
oo09_200a024,829.18,830.216,SS
oo09_200a024,829.18,830.832,SS
oo09_200a024,835.5,836.629,SS
oo09_200a024,836.564,837.438,SS
oo09_200a024,837.439,838.604,SS
oo09_200a024,837.909,839.278,SS
oo09_200a024,838.89,839.346,SS
oo09_200a024,840.109,841.499,SS
oo09_200a024,841.628,843.331,SS
oo09_200a024,843.857,845.109,SS
oo09_200a024,844.14,845.108,SS
oo09_200a024,845.808,846.673,SS
oo09_200a024,850,851,SS
oo09_200a024,851.655,852.907,SS
oo09_200a024,854.095,855.209,SS
oo09_200a024,863.56,865.327,SS
oo09_200a024,865.926,866.69,SS
oo09_200a024,866.93,868.499,SS
oo09_200a024,868.228,870.87,SS
oo09_200a024,872.5,873.301,SS
oo09_200a024,874.277,875.584,SS
oo09_200a024,875.787,876.173,SS
oo09_200a024,876.763,878.07,SS
oo09_200a024,879.433,880.639,SS
oo09_200a024,880.713,881.449,SS
oo09_200a024,881.689,882.775,SS
oo09_200a024,883.5,884.553,SS
oo09_200a024,892.13,892.94,SS
oo09_200a024,893.428,894.634,SS
oo09_200a024,894.948,895.38,TAILSLAP
oo09_200a024,895.307,913.747118,BUZZ
oo09_200a024,914,915.222,SS
oo09_200a024,915.719,916.271,SS
oo09_200a024,916.566,917.864,SS
oo09_200a024,921.86,922.661,SS
oo09_200a024,923.868,924.751,SS
oo09_200a024,943.138,944.39,SS
oo09_200a024,968.32,969.452,SS
oo09_200a024,970.097,971.358,SS
oo09_200a024,976.662,977.803,SS
oo09_200a024,978.632,979.442,SS
oo09_200a024,979.71,980.842,SS
oo09_200a024,984.129,984.999,SS
oo09_200a024,985.584,986.499,SS
oo09_200a024,996.651,997.499,SS
oo09_200a024,1008.105,1009.43,SS
oo09_200a024,1013,1013.933,SS
oo09_200a024,1017.634,1019.272,SS
oo09_200a024,1024.5,1025.718,SS
oo09_200a024,1032,1033,SS
oo09_200a024,1032.5,1033.43,SS
oo09_200a024,1034.299,1036.112,SS
oo09_200a024,1036.868,1038.737,SS
oo09_200a024,1038.737,1040.21,BUZZ
oo09_200a024,1046.177,1047.051,SS
oo09_200a024,1047.383,1048.999,SS
oo09_200a024,1054.749,1056.176,SS
oo09_200a024,1061.387,1062.777,SS
oo09_200a024,1067.059,1068.55,SS
oo09_200a024,1077.058,1078.788,SS
oo09_200a024,1095.924,1096.499,BUZZ
oo09_200a024,1096.688,1098.952,SS
oo09_200a024,1097.685,1098.953,SS
oo09_200a024,1099.312,1100.278,SS
oo09_200a024,1100.113,1102.129,SS
oo09_200a024,1104,1105.5,SS
oo09_200a024,1106.107,1107.999,SS
oo09_200a024,1106.358,1107.999,SS
oo09_200a024,1114.909,1115.894,SS
oo09_200a024,1116.548,1118.26,SS
oo09_200a024,1126.087,1127.376,SS
oo09_200a024,1134.87,1136.094,SS
oo09_200a024,1139.345,1141.057,SS
oo09_200a024,1142.816,1144.499,SS
oo09_200a024,1153.101,1155.596,SS
oo09_200a024,1158.395,1160.88,SS
oo09_200a024,1161.212,1162.408,SS
oo09_200a024,1174.047,1176.072,SS
oo09_200a024,1176.653,1177.999,SS
oo09_200a024,1179.5,1179.802,SS
oo09_200a024,1180,1185.409,SS
oo09_200a024,1186,1188.116,SS
